"Date","SPX_Price","VIX","R10_Yield","Short_Rate","HY_Spread","BCRED_Spread","Dividend_Yield","Monthly_Dividend_Return","BCRED_Monthly_Return","Is_Simulated","SPX_Source","VIX_Source","R10_Source","Short_Rate_Source","HY_Spread_Source","Dividend_Source","BCRED_Source"
"Aug 1997","899.470000","24.760000","6.340000","5.140000","3.940000","","1.647179","0.0013755417","","False","ROOT_SPX_PRICE_HISTORY","CBOE_VIX_MONTH_END","FRED_DGS10_MONTH_END","FRED_TB3MS_PROXY","FRED_BAA10Y_PLUS_2_50_JUNK_PROXY_NOT_OFFICIAL_HY","SHILLER_SP500_TTM_DIVIDEND_YIELD",""
"Sep 1997","947.280000","22.910000","6.120000","4.950000","4.040000","","1.636038","0.0013777447","","False","ROOT_SPX_PRICE_HISTORY","CBOE_VIX_MONTH_END","FRED_DGS10_MONTH_END","FRED_TB3MS_PROXY","FRED_BAA10Y_PLUS_2_50_JUNK_PROXY_NOT_OFFICIAL_HY","SHILLER_SP500_TTM_DIVIDEND_YIELD",""
"Oct 1997","914.620000","35.090000","5.840000","4.970000","4.100000","","1.617677","0.0013684073","","False","ROOT_SPX_PRICE_HISTORY","CBOE_VIX_MONTH_END","FRED_DGS10_MONTH_END","FRED_TB3MS_PROXY","FRED_BAA10Y_PLUS_2_50_JUNK_PROXY_NOT_OFFICIAL_HY","SHILLER_SP500_TTM_DIVIDEND_YIELD",""
"Nov 1997","955.400000","27.430000","5.860000","5.140000","4.020000","","1.644794","0.0013530233","","False","ROOT_SPX_PRICE_HISTORY","CBOE_VIX_MONTH_END","FRED_DGS10_MONTH_END","FRED_TB3MS_PROXY","FRED_BAA10Y_PLUS_2_50_JUNK_PROXY_NOT_OFFICIAL_HY","SHILLER_SP500_TTM_DIVIDEND_YIELD",""
"Dec 1997","970.430000","24.010000","5.750000","5.160000","4.030000","","1.610607","0.0013756941","","False","ROOT_SPX_PRICE_HISTORY","CBOE_VIX_MONTH_END","FRED_DGS10_MONTH_END","FRED_TB3MS_PROXY","FRED_BAA10Y_PLUS_2_50_JUNK_PROXY_NOT_OFFICIAL_HY","SHILLER_SP500_TTM_DIVIDEND_YIELD",""
"Jan 1998","980.280000","21.470000","5.530000","5.040000","4.180000","","1.614142","0.0013465022","","False","ROOT_SPX_PRICE_HISTORY","CBOE_VIX_MONTH_END","FRED_DGS10_MONTH_END","FRED_TB3MS_PROXY","FRED_BAA10Y_PLUS_2_50_JUNK_PROXY_NOT_OFFICIAL_HY","SHILLER_SP500_TTM_DIVIDEND_YIELD",""
"Feb 1998","1049.340000","18.550000","5.620000","5.090000","4.170000","","1.523824","0.0013494436","","False","ROOT_SPX_PRICE_HISTORY","CBOE_VIX_MONTH_END","FRED_DGS10_MONTH_END","FRED_TB3MS_PROXY","FRED_BAA10Y_PLUS_2_50_JUNK_PROXY_NOT_OFFICIAL_HY","SHILLER_SP500_TTM_DIVIDEND_YIELD",""
"Mar 1998","1101.750000","24.220000","5.670000","5.030000","4.170000","","1.452411","0.0012731097","","False","ROOT_SPX_PRICE_HISTORY","CBOE_VIX_MONTH_END","FRED_DGS10_MONTH_END","FRED_TB3MS_PROXY","FRED_BAA10Y_PLUS_2_50_JUNK_PROXY_NOT_OFFICIAL_HY","SHILLER_SP500_TTM_DIVIDEND_YIELD",""
"Apr 1998","1111.750000","21.180000","5.680000","4.950000","4.160000","","1.416112","0.0012188553","","False","ROOT_SPX_PRICE_HISTORY","CBOE_VIX_MONTH_END","FRED_DGS10_MONTH_END","FRED_TB3MS_PROXY","FRED_BAA10Y_PLUS_2_50_JUNK_PROXY_NOT_OFFICIAL_HY","SHILLER_SP500_TTM_DIVIDEND_YIELD",""
"May 1998","1090.820000","21.320000","5.560000","5.000000","4.130000","","1.429963","0.0011875862","","False","ROOT_SPX_PRICE_HISTORY","CBOE_VIX_MONTH_END","FRED_DGS10_MONTH_END","FRED_TB3MS_PROXY","FRED_BAA10Y_PLUS_2_50_JUNK_PROXY_NOT_OFFICIAL_HY","SHILLER_SP500_TTM_DIVIDEND_YIELD",""
"Jun 1998","1133.840000","19.710000","5.440000","4.980000","4.170000","","1.439024","0.0011991544","","False","ROOT_SPX_PRICE_HISTORY","CBOE_VIX_MONTH_END","FRED_DGS10_MONTH_END","FRED_TB3MS_PROXY","FRED_BAA10Y_PLUS_2_50_JUNK_PROXY_NOT_OFFICIAL_HY","SHILLER_SP500_TTM_DIVIDEND_YIELD",""
"Jul 1998","1120.670000","24.800000","5.500000","4.960000","4.210000","","1.384833","0.0012042016","","False","ROOT_SPX_PRICE_HISTORY","CBOE_VIX_MONTH_END","FRED_DGS10_MONTH_END","FRED_TB3MS_PROXY","FRED_BAA10Y_PLUS_2_50_JUNK_PROXY_NOT_OFFICIAL_HY","SHILLER_SP500_TTM_DIVIDEND_YIELD",""
"Aug 1998","957.280000","44.280000","5.050000","4.900000","4.560000","","1.496650","0.0011588260","","False","ROOT_SPX_PRICE_HISTORY","CBOE_VIX_MONTH_END","FRED_DGS10_MONTH_END","FRED_TB3MS_PROXY","FRED_BAA10Y_PLUS_2_50_JUNK_PROXY_NOT_OFFICIAL_HY","SHILLER_SP500_TTM_DIVIDEND_YIELD",""
"Sep 1998","1017.010000","40.950000","4.440000","4.610000","5.070000","","1.581361","0.0012516052","","False","ROOT_SPX_PRICE_HISTORY","CBOE_VIX_MONTH_END","FRED_DGS10_MONTH_END","FRED_TB3MS_PROXY","FRED_BAA10Y_PLUS_2_50_JUNK_PROXY_NOT_OFFICIAL_HY","SHILLER_SP500_TTM_DIVIDEND_YIELD",""
"Oct 1998","1098.670000","28.050000","4.640000","3.960000","5.150000","","1.565828","0.0013199806","","False","ROOT_SPX_PRICE_HISTORY","CBOE_VIX_MONTH_END","FRED_DGS10_MONTH_END","FRED_TB3MS_PROXY","FRED_BAA10Y_PLUS_2_50_JUNK_PROXY_NOT_OFFICIAL_HY","SHILLER_SP500_TTM_DIVIDEND_YIELD",""
"Nov 1998","1163.630000","26.010000","4.740000","4.410000","4.950000","","1.414093","0.0013061961","","False","ROOT_SPX_PRICE_HISTORY","CBOE_VIX_MONTH_END","FRED_DGS10_MONTH_END","FRED_TB3MS_PROXY","FRED_BAA10Y_PLUS_2_50_JUNK_PROXY_NOT_OFFICIAL_HY","SHILLER_SP500_TTM_DIVIDEND_YIELD",""
"Dec 1998","1229.230000","24.420000","4.650000","4.390000","5.080000","","1.361287","0.0011796265","","False","ROOT_SPX_PRICE_HISTORY","CBOE_VIX_MONTH_END","FRED_DGS10_MONTH_END","FRED_TB3MS_PROXY","FRED_BAA10Y_PLUS_2_50_JUNK_PROXY_NOT_OFFICIAL_HY","SHILLER_SP500_TTM_DIVIDEND_YIELD",""
"Jan 1999","1279.640000","26.250000","4.660000","4.340000","5.050000","","1.303950","0.0011402415","","False","ROOT_SPX_PRICE_HISTORY","CBOE_VIX_MONTH_END","FRED_DGS10_MONTH_END","FRED_TB3MS_PROXY","FRED_BAA10Y_PLUS_2_50_JUNK_PROXY_NOT_OFFICIAL_HY","SHILLER_SP500_TTM_DIVIDEND_YIELD",""
"Feb 1999","1238.330000","27.880000","5.290000","4.440000","4.740000","","1.312925","0.0010921858","","False","ROOT_SPX_PRICE_HISTORY","CBOE_VIX_MONTH_END","FRED_DGS10_MONTH_END","FRED_TB3MS_PROXY","FRED_BAA10Y_PLUS_2_50_JUNK_PROXY_NOT_OFFICIAL_HY","SHILLER_SP500_TTM_DIVIDEND_YIELD",""
"Mar 1999","1286.370000","23.260000","5.250000","4.440000","4.810000","","1.283492","0.0010996754","","False","ROOT_SPX_PRICE_HISTORY","CBOE_VIX_MONTH_END","FRED_DGS10_MONTH_END","FRED_TB3MS_PROXY","FRED_BAA10Y_PLUS_2_50_JUNK_PROXY_NOT_OFFICIAL_HY","SHILLER_SP500_TTM_DIVIDEND_YIELD",""
"Apr 1999","1335.180000","25.070000","5.360000","4.290000","4.720000","","1.232431","0.0010695764","","False","ROOT_SPX_PRICE_HISTORY","CBOE_VIX_MONTH_END","FRED_DGS10_MONTH_END","FRED_TB3MS_PROXY","FRED_BAA10Y_PLUS_2_50_JUNK_PROXY_NOT_OFFICIAL_HY","SHILLER_SP500_TTM_DIVIDEND_YIELD",""
"May 1999","1301.840000","25.390000","5.640000","4.500000","4.680000","","1.234920","0.0010270261","","False","ROOT_SPX_PRICE_HISTORY","CBOE_VIX_MONTH_END","FRED_DGS10_MONTH_END","FRED_TB3MS_PROXY","FRED_BAA10Y_PLUS_2_50_JUNK_PROXY_NOT_OFFICIAL_HY","SHILLER_SP500_TTM_DIVIDEND_YIELD",""
"Jun 1999","1372.710000","21.090000","5.810000","4.570000","4.680000","","1.243809","0.0010291001","","False","ROOT_SPX_PRICE_HISTORY","CBOE_VIX_MONTH_END","FRED_DGS10_MONTH_END","FRED_TB3MS_PROXY","FRED_BAA10Y_PLUS_2_50_JUNK_PROXY_NOT_OFFICIAL_HY","SHILLER_SP500_TTM_DIVIDEND_YIELD",""
"Jul 1999","1328.720000","24.640000","5.920000","4.550000","4.690000","","1.195761","0.0010404984","","False","ROOT_SPX_PRICE_HISTORY","CBOE_VIX_MONTH_END","FRED_DGS10_MONTH_END","FRED_TB3MS_PROXY","FRED_BAA10Y_PLUS_2_50_JUNK_PROXY_NOT_OFFICIAL_HY","SHILLER_SP500_TTM_DIVIDEND_YIELD",""
"Aug 1999","1320.410000","24.450000","5.980000","4.720000","4.730000","","1.248723","0.0010002888","","False","ROOT_SPX_PRICE_HISTORY","CBOE_VIX_MONTH_END","FRED_DGS10_MONTH_END","FRED_TB3MS_PROXY","FRED_BAA10Y_PLUS_2_50_JUNK_PROXY_NOT_OFFICIAL_HY","SHILLER_SP500_TTM_DIVIDEND_YIELD",""
"Sep 1999","1282.710000","25.410000","5.900000","4.680000","4.800000","","1.262356","0.0010445779","","False","ROOT_SPX_PRICE_HISTORY","CBOE_VIX_MONTH_END","FRED_DGS10_MONTH_END","FRED_TB3MS_PROXY","FRED_BAA10Y_PLUS_2_50_JUNK_PROXY_NOT_OFFICIAL_HY","SHILLER_SP500_TTM_DIVIDEND_YIELD",""
"Oct 1999","1362.930000","22.200000","6.020000","4.860000","4.780000","","1.281272","0.0010530171","","False","ROOT_SPX_PRICE_HISTORY","CBOE_VIX_MONTH_END","FRED_DGS10_MONTH_END","FRED_TB3MS_PROXY","FRED_BAA10Y_PLUS_2_50_JUNK_PROXY_NOT_OFFICIAL_HY","SHILLER_SP500_TTM_DIVIDEND_YIELD",""
"Nov 1999","1388.910000","24.180000","6.180000","5.070000","4.490000","","1.198658","0.0010687952","","False","ROOT_SPX_PRICE_HISTORY","CBOE_VIX_MONTH_END","FRED_DGS10_MONTH_END","FRED_TB3MS_PROXY","FRED_BAA10Y_PLUS_2_50_JUNK_PROXY_NOT_OFFICIAL_HY","SHILLER_SP500_TTM_DIVIDEND_YIELD",""
"Dec 1999","1469.250000","24.760000","6.450000","5.200000","4.230000","","1.168211","0.0009998802","","False","ROOT_SPX_PRICE_HISTORY","CBOE_VIX_MONTH_END","FRED_DGS10_MONTH_END","FRED_TB3MS_PROXY","FRED_BAA10Y_PLUS_2_50_JUNK_PROXY_NOT_OFFICIAL_HY","SHILLER_SP500_TTM_DIVIDEND_YIELD",""
"Jan 2000","1394.460000","24.950000","6.680000","5.320000","4.180000","","1.172380","0.0009748704","","False","ROOT_SPX_PRICE_HISTORY","CBOE_VIX_MONTH_END","FRED_DGS10_MONTH_END","FRED_TB3MS_PROXY","FRED_BAA10Y_PLUS_2_50_JUNK_PROXY_NOT_OFFICIAL_HY","SHILLER_SP500_TTM_DIVIDEND_YIELD",""
"Feb 2000","1366.420000","23.370000","6.420000","5.550000","4.410000","","1.205056","0.0009783474","","False","ROOT_SPX_PRICE_HISTORY","CBOE_VIX_MONTH_END","FRED_DGS10_MONTH_END","FRED_TB3MS_PROXY","FRED_BAA10Y_PLUS_2_50_JUNK_PROXY_NOT_OFFICIAL_HY","SHILLER_SP500_TTM_DIVIDEND_YIELD",""
"Mar 2000","1498.580000","24.110000","6.030000","5.690000","4.800000","","1.162105","0.0010056137","","False","ROOT_SPX_PRICE_HISTORY","CBOE_VIX_MONTH_END","FRED_DGS10_MONTH_END","FRED_TB3MS_PROXY","FRED_BAA10Y_PLUS_2_50_JUNK_PROXY_NOT_OFFICIAL_HY","SHILLER_SP500_TTM_DIVIDEND_YIELD",""
"Apr 2000","1452.430000","26.200000","6.230000","5.660000","4.840000","","1.145508","0.0009672655","","False","ROOT_SPX_PRICE_HISTORY","CBOE_VIX_MONTH_END","FRED_DGS10_MONTH_END","FRED_TB3MS_PROXY","FRED_BAA10Y_PLUS_2_50_JUNK_PROXY_NOT_OFFICIAL_HY","SHILLER_SP500_TTM_DIVIDEND_YIELD",""
"May 2000","1420.600000","23.650000","6.290000","5.790000","5.020000","","1.178727","0.0009534498","","False","ROOT_SPX_PRICE_HISTORY","CBOE_VIX_MONTH_END","FRED_DGS10_MONTH_END","FRED_TB3MS_PROXY","FRED_BAA10Y_PLUS_2_50_JUNK_PROXY_NOT_OFFICIAL_HY","SHILLER_SP500_TTM_DIVIDEND_YIELD",""
"Jun 2000","1454.600000","19.540000","6.030000","5.690000","4.900000","","1.142302","0.0009810971","","False","ROOT_SPX_PRICE_HISTORY","CBOE_VIX_MONTH_END","FRED_DGS10_MONTH_END","FRED_TB3MS_PROXY","FRED_BAA10Y_PLUS_2_50_JUNK_PROXY_NOT_OFFICIAL_HY","SHILLER_SP500_TTM_DIVIDEND_YIELD",""
"Jul 2000","1430.830000","20.740000","6.040000","5.960000","4.770000","","1.125820","0.0009452683","","False","ROOT_SPX_PRICE_HISTORY","CBOE_VIX_MONTH_END","FRED_DGS10_MONTH_END","FRED_TB3MS_PROXY","FRED_BAA10Y_PLUS_2_50_JUNK_PROXY_NOT_OFFICIAL_HY","SHILLER_SP500_TTM_DIVIDEND_YIELD",""
"Aug 2000","1517.680000","16.840000","5.730000","6.090000","5.010000","","1.108523","0.0009315833","","False","ROOT_SPX_PRICE_HISTORY","CBOE_VIX_MONTH_END","FRED_DGS10_MONTH_END","FRED_TB3MS_PROXY","FRED_BAA10Y_PLUS_2_50_JUNK_PROXY_NOT_OFFICIAL_HY","SHILLER_SP500_TTM_DIVIDEND_YIELD",""
"Sep 2000","1436.510000","20.570000","5.800000","6.000000","5.040000","","1.113722","0.0009172243","","False","ROOT_SPX_PRICE_HISTORY","CBOE_VIX_MONTH_END","FRED_DGS10_MONTH_END","FRED_TB3MS_PROXY","FRED_BAA10Y_PLUS_2_50_JUNK_PROXY_NOT_OFFICIAL_HY","SHILLER_SP500_TTM_DIVIDEND_YIELD",""
"Oct 2000","1429.400000","23.630000","5.770000","6.110000","5.060000","","1.174222","0.0009265882","","False","ROOT_SPX_PRICE_HISTORY","CBOE_VIX_MONTH_END","FRED_DGS10_MONTH_END","FRED_TB3MS_PROXY","FRED_BAA10Y_PLUS_2_50_JUNK_PROXY_NOT_OFFICIAL_HY","SHILLER_SP500_TTM_DIVIDEND_YIELD",""
"Nov 2000","1314.950000","29.650000","5.480000","6.170000","5.140000","","1.182598","0.0009769200","","False","ROOT_SPX_PRICE_HISTORY","CBOE_VIX_MONTH_END","FRED_DGS10_MONTH_END","FRED_TB3MS_PROXY","FRED_BAA10Y_PLUS_2_50_JUNK_PROXY_NOT_OFFICIAL_HY","SHILLER_SP500_TTM_DIVIDEND_YIELD",""
"Dec 2000","1320.280000","26.850000","5.120000","5.770000","5.380000","","1.222453","0.0009838853","","False","ROOT_SPX_PRICE_HISTORY","CBOE_VIX_MONTH_END","FRED_DGS10_MONTH_END","FRED_TB3MS_PROXY","FRED_BAA10Y_PLUS_2_50_JUNK_PROXY_NOT_OFFICIAL_HY","SHILLER_SP500_TTM_DIVIDEND_YIELD",""
"Jan 2001","1366.010000","22.020000","5.190000","5.150000","5.120000","","1.210665","0.0010124499","","False","ROOT_SPX_PRICE_HISTORY","CBOE_VIX_MONTH_END","FRED_DGS10_MONTH_END","FRED_TB3MS_PROXY","FRED_BAA10Y_PLUS_2_50_JUNK_PROXY_NOT_OFFICIAL_HY","SHILLER_SP500_TTM_DIVIDEND_YIELD",""
"Feb 2001","1239.940000","28.350000","4.920000","4.880000","5.380000","","1.230710","0.0010026479","","False","ROOT_SPX_PRICE_HISTORY","CBOE_VIX_MONTH_END","FRED_DGS10_MONTH_END","FRED_TB3MS_PROXY","FRED_BAA10Y_PLUS_2_50_JUNK_PROXY_NOT_OFFICIAL_HY","SHILLER_SP500_TTM_DIVIDEND_YIELD",""
"Mar 2001","1160.330000","28.640000","4.930000","4.420000","5.540000","","1.346713","0.0010192099","","False","ROOT_SPX_PRICE_HISTORY","CBOE_VIX_MONTH_END","FRED_DGS10_MONTH_END","FRED_TB3MS_PROXY","FRED_BAA10Y_PLUS_2_50_JUNK_PROXY_NOT_OFFICIAL_HY","SHILLER_SP500_TTM_DIVIDEND_YIELD",""
"Apr 2001","1249.460000","25.480000","5.350000","3.870000","5.230000","","1.334353","0.0011157023","","False","ROOT_SPX_PRICE_HISTORY","CBOE_VIX_MONTH_END","FRED_DGS10_MONTH_END","FRED_TB3MS_PROXY","FRED_BAA10Y_PLUS_2_50_JUNK_PROXY_NOT_OFFICIAL_HY","SHILLER_SP500_TTM_DIVIDEND_YIELD",""
"May 2001","1255.820000","22.640000","5.430000","3.620000","5.150000","","1.242420","0.0011054241","","False","ROOT_SPX_PRICE_HISTORY","CBOE_VIX_MONTH_END","FRED_DGS10_MONTH_END","FRED_TB3MS_PROXY","FRED_BAA10Y_PLUS_2_50_JUNK_PROXY_NOT_OFFICIAL_HY","SHILLER_SP500_TTM_DIVIDEND_YIELD",""
"Jun 2001","1224.380000","19.060000","5.420000","3.490000","5.150000","","1.266640","0.0010292277","","False","ROOT_SPX_PRICE_HISTORY","CBOE_VIX_MONTH_END","FRED_DGS10_MONTH_END","FRED_TB3MS_PROXY","FRED_BAA10Y_PLUS_2_50_JUNK_PROXY_NOT_OFFICIAL_HY","SHILLER_SP500_TTM_DIVIDEND_YIELD",""
"Jul 2001","1211.230000","21.620000","5.070000","3.510000","5.280000","","1.304053","0.0010566548","","False","ROOT_SPX_PRICE_HISTORY","CBOE_VIX_MONTH_END","FRED_DGS10_MONTH_END","FRED_TB3MS_PROXY","FRED_BAA10Y_PLUS_2_50_JUNK_PROXY_NOT_OFFICIAL_HY","SHILLER_SP500_TTM_DIVIDEND_YIELD",""
"Aug 2001","1133.580000","24.920000","4.850000","3.360000","5.400000","","1.334182","0.0010878640","","False","ROOT_SPX_PRICE_HISTORY","CBOE_VIX_MONTH_END","FRED_DGS10_MONTH_END","FRED_TB3MS_PROXY","FRED_BAA10Y_PLUS_2_50_JUNK_PROXY_NOT_OFFICIAL_HY","SHILLER_SP500_TTM_DIVIDEND_YIELD",""
"Sep 2001","1040.940000","31.930000","4.600000","2.640000","5.920000","","1.506739","0.0011129967","","False","ROOT_SPX_PRICE_HISTORY","CBOE_VIX_MONTH_END","FRED_DGS10_MONTH_END","FRED_TB3MS_PROXY","FRED_BAA10Y_PLUS_2_50_JUNK_PROXY_NOT_OFFICIAL_HY","SHILLER_SP500_TTM_DIVIDEND_YIELD",""
"Oct 2001","1059.780000","33.560000","4.300000","2.160000","5.880000","","1.462024","0.0012556160","","False","ROOT_SPX_PRICE_HISTORY","CBOE_VIX_MONTH_END","FRED_DGS10_MONTH_END","FRED_TB3MS_PROXY","FRED_BAA10Y_PLUS_2_50_JUNK_PROXY_NOT_OFFICIAL_HY","SHILLER_SP500_TTM_DIVIDEND_YIELD",""
"Nov 2001","1139.450000","23.840000","4.780000","1.870000","5.600000","","1.393315","0.0012183530","","False","ROOT_SPX_PRICE_HISTORY","CBOE_VIX_MONTH_END","FRED_DGS10_MONTH_END","FRED_TB3MS_PROXY","FRED_BAA10Y_PLUS_2_50_JUNK_PROXY_NOT_OFFICIAL_HY","SHILLER_SP500_TTM_DIVIDEND_YIELD",""
"Dec 2001","1148.080000","23.800000","5.070000","1.690000","5.350000","","1.374757","0.0011610958","","False","ROOT_SPX_PRICE_HISTORY","CBOE_VIX_MONTH_END","FRED_DGS10_MONTH_END","FRED_TB3MS_PROXY","FRED_BAA10Y_PLUS_2_50_JUNK_PROXY_NOT_OFFICIAL_HY","SHILLER_SP500_TTM_DIVIDEND_YIELD",""
"Jan 2002","1130.200000","21.090000","5.070000","1.650000","5.350000","","1.380155","0.0011453878","","False","ROOT_SPX_PRICE_HISTORY","CBOE_VIX_MONTH_END","FRED_DGS10_MONTH_END","FRED_TB3MS_PROXY","FRED_BAA10Y_PLUS_2_50_JUNK_PROXY_NOT_OFFICIAL_HY","SHILLER_SP500_TTM_DIVIDEND_YIELD",""
"Feb 2002","1106.730000","21.590000","4.880000","1.720000","5.480000","","1.429432","0.0011498856","","False","ROOT_SPX_PRICE_HISTORY","CBOE_VIX_MONTH_END","FRED_DGS10_MONTH_END","FRED_TB3MS_PROXY","FRED_BAA10Y_PLUS_2_50_JUNK_PROXY_NOT_OFFICIAL_HY","SHILLER_SP500_TTM_DIVIDEND_YIELD",""
"Mar 2002","1147.390000","17.400000","5.420000","1.790000","5.310000","","1.363333","0.0011909413","","False","ROOT_SPX_PRICE_HISTORY","CBOE_VIX_MONTH_END","FRED_DGS10_MONTH_END","FRED_TB3MS_PROXY","FRED_BAA10Y_PLUS_2_50_JUNK_PROXY_NOT_OFFICIAL_HY","SHILLER_SP500_TTM_DIVIDEND_YIELD",""
"Apr 2002","1076.920000","21.910000","5.110000","1.710000","5.340000","","1.423951","0.0011435742","","False","ROOT_SPX_PRICE_HISTORY","CBOE_VIX_MONTH_END","FRED_DGS10_MONTH_END","FRED_TB3MS_PROXY","FRED_BAA10Y_PLUS_2_50_JUNK_PROXY_NOT_OFFICIAL_HY","SHILLER_SP500_TTM_DIVIDEND_YIELD",""
"May 2002","1067.140000","19.980000","5.080000","1.730000","5.480000","","1.476643","0.0011943697","","False","ROOT_SPX_PRICE_HISTORY","CBOE_VIX_MONTH_END","FRED_DGS10_MONTH_END","FRED_TB3MS_PROXY","FRED_BAA10Y_PLUS_2_50_JUNK_PROXY_NOT_OFFICIAL_HY","SHILLER_SP500_TTM_DIVIDEND_YIELD",""
"Jun 2002","989.820000","25.400000","4.860000","1.700000","5.630000","","1.581823","0.0012385144","","False","ROOT_SPX_PRICE_HISTORY","CBOE_VIX_MONTH_END","FRED_DGS10_MONTH_END","FRED_TB3MS_PROXY","FRED_BAA10Y_PLUS_2_50_JUNK_PROXY_NOT_OFFICIAL_HY","SHILLER_SP500_TTM_DIVIDEND_YIELD",""
"Jul 2002","911.620000","32.030000","4.510000","1.680000","5.750000","","1.766288","0.0013116112","","False","ROOT_SPX_PRICE_HISTORY","CBOE_VIX_MONTH_END","FRED_DGS10_MONTH_END","FRED_TB3MS_PROXY","FRED_BAA10Y_PLUS_2_50_JUNK_PROXY_NOT_OFFICIAL_HY","SHILLER_SP500_TTM_DIVIDEND_YIELD",""
"Aug 2002","916.070000","32.640000","4.140000","1.620000","5.820000","","1.740179","0.0014645285","","False","ROOT_SPX_PRICE_HISTORY","CBOE_VIX_MONTH_END","FRED_DGS10_MONTH_END","FRED_TB3MS_PROXY","FRED_BAA10Y_PLUS_2_50_JUNK_PROXY_NOT_OFFICIAL_HY","SHILLER_SP500_TTM_DIVIDEND_YIELD",""
"Sep 2002","815.280000","39.690000","3.630000","1.630000","6.260000","","1.820675","0.0014428433","","False","ROOT_SPX_PRICE_HISTORY","CBOE_VIX_MONTH_END","FRED_DGS10_MONTH_END","FRED_TB3MS_PROXY","FRED_BAA10Y_PLUS_2_50_JUNK_PROXY_NOT_OFFICIAL_HY","SHILLER_SP500_TTM_DIVIDEND_YIELD",""
"Oct 2002","885.760000","31.140000","3.930000","1.580000","6.320000","","1.859284","0.0015258716","","False","ROOT_SPX_PRICE_HISTORY","CBOE_VIX_MONTH_END","FRED_DGS10_MONTH_END","FRED_TB3MS_PROXY","FRED_BAA10Y_PLUS_2_50_JUNK_PROXY_NOT_OFFICIAL_HY","SHILLER_SP500_TTM_DIVIDEND_YIELD",""
"Nov 2002","936.310000","27.500000","4.220000","1.230000","5.880000","","1.756179","0.0015581792","","False","ROOT_SPX_PRICE_HISTORY","CBOE_VIX_MONTH_END","FRED_DGS10_MONTH_END","FRED_TB3MS_PROXY","FRED_BAA10Y_PLUS_2_50_JUNK_PROXY_NOT_OFFICIAL_HY","SHILLER_SP500_TTM_DIVIDEND_YIELD",""
"Dec 2002","879.820000","28.620000","3.830000","1.190000","5.980000","","1.787184","0.0014717249","","False","ROOT_SPX_PRICE_HISTORY","CBOE_VIX_MONTH_END","FRED_DGS10_MONTH_END","FRED_TB3MS_PROXY","FRED_BAA10Y_PLUS_2_50_JUNK_PROXY_NOT_OFFICIAL_HY","SHILLER_SP500_TTM_DIVIDEND_YIELD",""
"Jan 2003","855.700000","31.170000","4.000000","1.170000","5.660000","","1.799428","0.0014939538","","False","ROOT_SPX_PRICE_HISTORY","CBOE_VIX_MONTH_END","FRED_DGS10_MONTH_END","FRED_TB3MS_PROXY","FRED_BAA10Y_PLUS_2_50_JUNK_PROXY_NOT_OFFICIAL_HY","SHILLER_SP500_TTM_DIVIDEND_YIELD",""
"Feb 2003","841.150000","29.630000","3.710000","1.170000","5.710000","","1.931830","0.0015041749","","False","ROOT_SPX_PRICE_HISTORY","CBOE_VIX_MONTH_END","FRED_DGS10_MONTH_END","FRED_TB3MS_PROXY","FRED_BAA10Y_PLUS_2_50_JUNK_PROXY_NOT_OFFICIAL_HY","SHILLER_SP500_TTM_DIVIDEND_YIELD",""
"Mar 2003","848.180000","29.150000","3.830000","1.130000","5.540000","","1.915831","0.0016148366","","False","ROOT_SPX_PRICE_HISTORY","CBOE_VIX_MONTH_END","FRED_DGS10_MONTH_END","FRED_TB3MS_PROXY","FRED_BAA10Y_PLUS_2_50_JUNK_PROXY_NOT_OFFICIAL_HY","SHILLER_SP500_TTM_DIVIDEND_YIELD",""
"Apr 2003","916.920000","21.210000","3.890000","1.130000","5.260000","","1.820538","0.0015948853","","False","ROOT_SPX_PRICE_HISTORY","CBOE_VIX_MONTH_END","FRED_DGS10_MONTH_END","FRED_TB3MS_PROXY","FRED_BAA10Y_PLUS_2_50_JUNK_PROXY_NOT_OFFICIAL_HY","SHILLER_SP500_TTM_DIVIDEND_YIELD",""
"May 2003","963.590000","19.470000","3.370000","1.070000","5.350000","","1.729419","0.0015155544","","False","ROOT_SPX_PRICE_HISTORY","CBOE_VIX_MONTH_END","FRED_DGS10_MONTH_END","FRED_TB3MS_PROXY","FRED_BAA10Y_PLUS_2_50_JUNK_PROXY_NOT_OFFICIAL_HY","SHILLER_SP500_TTM_DIVIDEND_YIELD",""
"Jun 2003","974.500000","19.520000","3.540000","0.920000","5.310000","","1.636640","0.0014396983","","False","ROOT_SPX_PRICE_HISTORY","CBOE_VIX_MONTH_END","FRED_DGS10_MONTH_END","FRED_TB3MS_PROXY","FRED_BAA10Y_PLUS_2_50_JUNK_PROXY_NOT_OFFICIAL_HY","SHILLER_SP500_TTM_DIVIDEND_YIELD",""
"Jul 2003","990.310000","19.490000","4.490000","0.900000","5.080000","","1.643259","0.0013756748","","False","ROOT_SPX_PRICE_HISTORY","CBOE_VIX_MONTH_END","FRED_DGS10_MONTH_END","FRED_TB3MS_PROXY","FRED_BAA10Y_PLUS_2_50_JUNK_PROXY_NOT_OFFICIAL_HY","SHILLER_SP500_TTM_DIVIDEND_YIELD",""
